1.808168190672958886e+01,3.082406849910158897e+00,-8.099600267727740111e-01
1.794972250573185235e+01,3.221013186303263165e+00,-1.109960026772774055e+00
1.786461784805101871e+01,3.392425546537372050e+00,-1.409960026772774100e+00
1.783397007929466582e+01,3.581332174981842087e+00,-1.409960026772774100e+00
1.780332231053831293e+01,3.770238803426312124e+00,-1.409960026772774100e+00
1.777267454178196004e+01,3.959145431870782161e+00,-1.409960026772774100e+00
1.774202677302560716e+01,4.148052060315252199e+00,-1.409960026772774100e+00
1.771137900426925427e+01,4.336958688759722236e+00,-1.409960026772774100e+00
1.768073123551290138e+01,4.525865317204192273e+00,-1.409960026772774100e+00
1.765008346675654849e+01,4.714771945648662310e+00,-1.139960026772774082e+00
1.757015870278558722e+01,4.888659932882358561e+00,-8.399600267727740377e-01
1.744241624545615110e+01,5.031162089341258081e+00,-5.399600267727739933e-01
1.727826694803234631e+01,5.129549121796108224e+00,-2.399600267727740044e-01
1.709237377837520100e+01,5.175032409659015897e+00,-5.399600267727739933e-01
1.692822448095139620e+01,5.273419442113866040e+00,-5.099600267727739666e-01
1.676119787691963836e+01,5.366838463440458895e+00,-5.399600267727739933e-01
1.659704857949583356e+01,5.465225495895309038e+00,-5.099600267727739666e-01
1.643002197546407572e+01,5.558644517221901893e+00,-5.399600267727739933e-01
1.626587267804027093e+01,5.657031549676752036e+00,-5.399600267727739933e-01
1.610172338061646613e+01,5.755418582131602179e+00,-5.399600267727739933e-01
1.593757408319266311e+01,5.853805614586452322e+00,-8.399600267727740377e-01
1.580983162586322521e+01,5.996307771045351842e+00,-1.139960026772774082e+00
1.572990686189226395e+01,6.170195758279048093e+00,-1.439960026772774127e+00
1.570493923240927892e+01,6.359936680270062759e+00,-1.739960026772774171e+00
1.573715902139611345e+01,6.548581545553069816e+00,-1.739960026772774171e+00
1.576937881038294798e+01,6.737226410836076873e+00,-1.739960026772774171e+00
1.580159859936978251e+01,6.925871276119083930e+00,-1.739960026772774171e+00
1.583381838835661704e+01,7.114516141402090987e+00,-1.739960026772774171e+00
1.586603817734345157e+01,7.303161006685098044e+00,-1.739960026772774171e+00
1.589825796633028610e+01,7.491805871968105102e+00,-1.739960026772774171e+00
1.593047775531712063e+01,7.680450737251112159e+00,-1.979960026772774162e+00
1.600661543984151436e+01,7.856029930196243960e+00,-2.279960026772774206e+00
1.613123974744977929e+01,8.001266915682588632e+00,-2.579960026772774029e+00
